start,end,segment_id,class_id
410,32200,1,1
32460,47000,2,1
47240,64300,3,2
67040,87450,4,1
87780,97120,5,1
97300,211940,6,0
211940,254180,7,0
254240,269640,8,1
269640,297720,9,0
297730,310880,10,0
311030,321210,11,0
321360,324940,12,1
324940,333080,13,2
333130,442060,14,1
442060,494360,15,2
494370,608610,16,0
608880,614140,17,0
615040,634820,18,0
635730,647650,19,0
650110,666470,20,0
666500,683280,21,0
683280,697450,22,0
699040,703540,23,0
704660,725690,24,1
725940,737400,25,2
738380,750880,26,2
751160,759200,27,2
759210,768830,28,2
768940,782950,29,2
788140,801940,30,2
805160,833400,31,2
833410,907340,32,1
907340,928250,33,0
928640,940340,34,1
940670,983420,35,2
983730,995970,36,1
996190,1004800,37,0
1006860,1025160,38,0
1027510,1052420,39,1
1052640,1094660,40,1
