start,end,segment_id,class_id
990,27010,1,2
27010,42010,2,2
42410,76550,3,1
76630,77420,4,0
77420,85510,5,0
85510,102920,6,2
102930,146070,7,2
146070,158290,8,2
158290,163100,9,2
163340,170620,10,2
170620,214160,11,2
214480,269100,12,2
269110,270410,13,2
270420,277440,14,2
277940,305310,15,2
305630,357290,16,2
358070,363190,17,1
363190,366400,18,0
368100,381860,19,0
382540,389810,20,0
389820,393710,21,0
394510,406050,22,0
406600,413390,23,2
413390,419930,24,2
421010,430750,25,2
439480,446880,26,1
446940,481050,27,1
