start,end,segment_id,class_id
90,26230,1,1
26230,44620,2,1
44630,57180,3,1
57540,68510,4,1
68520,140150,5,1
140150,152040,6,0
152050,158520,7,1
158520,184350,8,2
185040,193330,9,0
193400,293610,10,1
293730,299370,11,0
299370,335480,12,1
335670,353850,13,0
354410,429850,14,0
430440,440050,15,0
440440,470300,16,0
470390,477240,17,0
477330,484800,18,0
484840,487220,19,0
487220,492270,20,0
492270,515600,21,0
515840,542140,22,1
543460,544860,23,1
544860,556650,24,0
558240,568350,25,0
570050,577190,26,0
579940,596120,27,0
596120,614660,28,0
615640,632900,29,0
633840,637430,30,0
637430,656150,31,1
656150,672940,32,1
672960,704600,33,2
705510,716700,34,2
718710,737760,35,2
741720,767350,36,2
767350,773590,37,2
773660,780640,38,0
783140,800910,39,0
801160,870150,40,1
870340,872150,41,2
872340,892460,42,2
892600,915400,43,2
915640,931740,44,1
938290,959610,45,1
959630,962420,46,1
962700,982790,47,0
