start,end,segment_id,class_id
240,15180,1,0
15190,34410,2,2
34550,40250,3,2
43150,47130,4,2
51090,54660,5,2
56710,62930,6,1
68870,72350,7,0
76110,77440,8,1
78710,92960,9,2
93830,97550,10,2
98740,107280,11,2
107910,117700,12,1
118410,123260,13,0
126500,133720,14,2
134470,148350,15,2
152840,160880,16,2
161150,167970,17,1
168380,180450,18,1
180940,182590,19,2
183890,186370,20,2
187140,193060,21,2
193060,198490,22,2
198730,220370,23,0
222050,257910,24,1
259540,262170,25,2
264410,278600,26,1
278910,301440,27,1
301450,310840,28,2
310840,325010,29,0
325510,332950,30,1
333730,345700,31,1
346140,362190,32,2
363640,364610,33,2
366440,383370,34,2
384410,395730,35,2
395740,417630,36,2
