start,end,segment_id,class_id
19140,25550,1,1
32420,51470,2,2
54840,71750,3,2
74300,92870,4,2
92870,109430,5,2
118640,131540,6,2
137040,141890,7,1
142100,147020,8,0
147430,154140,9,1
154400,158280,10,1
159400,169870,11,1
170230,176320,12,1
177220,190850,13,0
191290,194110,14,0
199500,204140,15,0
204510,214860,16,0
214990,219990,17,0
221120,229660,18,1
229820,241210,19,1
241370,249470,20,1
249470,251310,21,1
251600,258560,22,2
259000,266950,23,2
268700,283290,24,2
283290,296370,25,2
296550,316870,26,2
343340,343810,27,0
