start,end,segment_id,class_id
540,4450,1,0
4640,18080,2,1
18940,27210,3,1
27370,64349,4,1
64349,67630,5,2
67630,73160,6,2
75750,135860,7,2
135860,161850,8,1
162250,177540,9,1
178020,185000,10,1
185340,193320,11,2
193680,204420,12,2
204420,223840,13,0
223840,254080,14,1
254640,258050,15,1
260350,319460,16,0
319930,325490,17,0
325900,349340,18,1
349400,359890,19,2
360360,380250,20,0
381490,385420,21,0
387670,389730,22,0
389730,397480,23,0
398190,412220,24,0
412580,418690,25,0
419440,424450,26,0
424600,437740,27,0
439400,446320,28,1
446320,452450,29,2
452600,469350,30,2
469740,479910,31,2
488140,502910,32,0
503250,529420,33,1
