start,end,segment_id,class_id
500,39070,1,0
39080,177650,2,1
177860,276350,3,1
277050,322500,4,0
322500,329210,5,1
330590,349470,6,1
350760,474250,7,0
474260,493960,8,1
493960,499540,9,2
500440,522210,10,2
522590,574470,11,0
574470,605220,12,0
605700,688200,13,1
688200,709270,14,1
709340,780650,15,1
780660,805720,16,1
806920,818450,17,1
819210,860920,18,0
861320,892440,19,2
892440,899540,20,2
899540,913040,21,1
913080,951100,22,1
951400,961430,23,0
961430,981120,24,0
981500,1015740,25,1
1015950,1058510,26,2
1058750,1076200,27,1
