start,end,segment_id,class_id
150,1950,1,0
1950,13340,2,2
13720,16970,3,2
17280,32439,4,2
32439,64340,5,1
64680,83880,6,0
84220,86880,7,1
86880,107840,8,2
107840,123820,9,0
123820,132430,10,0
132640,199320,11,0
199320,204810,12,1
205150,260220,13,1
260570,266650,14,1
266650,275850,15,1
276500,317450,16,2
317760,323260,17,1
323410,335820,18,0
335820,346180,19,0
347280,353620,20,0
355110,361230,21,0
361900,367240,22,0
368640,372190,23,0
372200,380390,24,2
380860,384160,25,2
384160,385990,26,2
386850,391530,27,2
392620,408440,28,2
416450,424060,29,2
424110,451170,30,2
