start,end,segment_id,class_id
40,8540,1,0
17010,35350,2,1
36240,84910,3,2
84910,112330,4,1
112340,122680,5,1
122940,130729,6,1
130949,155500,7,1
158200,169360,8,0
169700,217230,9,2
217420,223580,10,2
223580,244680,11,2
245140,253040,12,2
253350,281190,13,0
281190,326660,14,1
326670,349520,15,1
349660,394880,16,0
395540,404920,17,0
405280,420470,18,1
420720,451980,19,1
452260,478350,20,2
478350,512559,21,2
513179,543690,22,2
543700,568780,23,1
571670,625820,24,0
626940,644220,25,1
646120,666280,26,2
666280,690170,27,0
690390,722580,28,1
722580,782200,29,1
782210,808960,30,1
809680,817680,31,2
818150,872010,32,2
872010,879870,33,2
880500,889270,34,2
889470,920130,35,1
920800,922880,36,2
922890,926530,37,2
929260,978120,38,2
978300,989380,39,0
989450,1039310,40,0
1042819,1058480,41,1
1058910,1079310,42,0
1079410,1130100,43,1
