start,end,segment_id,class_id
220,22900,1,1
23180,43310,2,1
43310,63260,3,2
63510,78310,4,2
78320,91910,5,2
92220,95240,6,2
95240,109370,7,2
109550,118990,8,2
118990,169390,9,1
169540,206630,10,1
207020,210990,11,2
213170,243920,12,2
243920,249170,13,1
250120,326740,14,1
326750,344460,15,1
344940,368810,16,2
368810,370670,17,2
370670,442350,18,1
442350,446170,19,0
446400,449840,20,0
449840,456160,21,0
456540,463810,22,0
464980,471780,23,0
472300,477450,24,0
477760,483430,25,0
484210,499210,26,0
499810,505200,27,2
506640,514120,28,2
514120,519610,29,2
520090,527510,30,2
535050,542250,31,1
542370,578160,32,1
