start,end,segment_id,class_id
1080,2420,1,0
2430,5160,2,1
5170,48780,3,0
49140,89360,4,0
89360,93040,5,0
93370,108920,6,0
108920,129400,7,1
129490,135230,8,1
135470,140330,9,2
140330,160190,10,1
160200,175350,11,2
175780,191260,12,1
191940,196710,13,1
196710,200250,14,1
201230,204350,15,1
205400,219510,16,1
219730,224350,17,0
224740,230730,18,0
231120,233360,19,0
233360,246520,20,0
246890,266200,21,0
266570,270310,22,0
270350,298650,23,1
298660,317300,24,1
319240,334260,25,1
334260,367850,26,2
371340,396570,27,2
402940,414820,28,1
415030,439720,29,0
451340,454060,30,0
454360,457820,31,0
458170,460740,32,0
460860,468100,33,1
469390,485650,34,1
