start,end,segment_id,class_id
180,28060,1,1
31140,42230,2,1
42520,125280,3,1
125750,143980,4,1
148490,174400,5,2
174410,177300,6,2
177820,232650,7,2
232650,342530,8,2
344840,359750,9,0
364820,367560,10,0
370140,395080,11,0
397710,400590,12,0
402940,406260,13,0
409020,415290,14,0
417640,499090,15,1
501340,544500,16,1
554160,565390,17,0
568150,578230,18,0
596650,758980,19,1
758990,798660,20,1
798660,809640,21,2
810190,844190,22,2
844200,886350,23,1
890640,893770,24,0
895230,936480,25,1
938620,958930,26,1
959570,979760,27,2
979760,984300,28,2
985310,999010,29,2
1001730,1061280,30,2
1065230,1077840,31,2
1079880,1100520,32,2
1101030,1120340,33,2
1123430,1124660,34,2
1130330,1132950,35,2
1133440,1170630,36,1
