start,end,segment_id,class_id
40,57130,1,1
57130,58960,2,0
59170,71460,3,0
71540,120250,4,0
120840,215920,5,0
216120,320560,6,0
321130,334020,7,0
334030,389540,8,2
389700,392220,9,2
392220,398110,10,2
404020,423750,11,2
424240,455760,12,1
455830,462360,13,1
462590,494100,14,2
507460,513289,15,0
513830,546650,16,1
547130,551030,17,1
551140,563450,18,1
564140,569120,19,1
569410,586770,20,1
586940,595710,21,0
607980,614900,22,0
614910,623200,23,2
623200,715660,24,2
715730,724130,25,2
724940,726380,26,2
727900,739260,27,2
742500,776440,28,1
777610,785100,29,1
