start,end,segment_id,class_id
320,1990,1,0
2029,26900,2,1
26900,34610,3,2
34610,42280,4,2
42280,81410,5,2
81680,129820,6,2
130150,153710,7,2
153710,169690,8,2
169770,177740,9,2
177740,194850,10,2
194860,225740,11,2
225740,239190,12,2
240160,246210,13,2
246210,248010,14,2
248350,257620,15,2
257820,293140,16,2
293140,301930,17,2
302080,304130,18,1
305260,311480,19,0
312940,314260,20,0
314260,325280,21,0
325470,335520,22,0
336330,339500,23,0
347140,354010,24,0
356210,356600,25,0
357340,358540,26,0
358540,376360,27,1
377020,382300,28,2
382720,392050,29,2
392410,398220,30,2
407900,447170,31,1
