start,end,segment_id,class_id
4820,12640,1,0
25410,32000,2,0
32000,106490,3,1
106490,115890,4,1
115890,136930,5,1
137170,157490,6,1
157490,247220,7,1
247220,280090,8,0
280100,285120,9,0
285470,325880,10,1
325880,342240,11,2
344770,345650,12,2
347740,365310,13,2
365340,378120,14,2
378420,395790,15,1
395790,416480,16,1
416560,433790,17,0
434680,440460,18,0
441100,450600,19,0
451780,452910,20,0
452920,497420,21,0
497420,507930,22,0
509040,538170,23,0
538180,545900,24,0
545900,593450,25,0
593600,611280,26,0
