start,end,segment_id,class_id
7540,36220,1,1
36470,53400,2,2
58640,63140,3,1
63220,76200,4,2
76200,87450,5,2
87900,89150,6,1
89150,93640,7,2
94040,102250,8,2
102720,119190,9,2
119190,135160,10,2
135530,150140,11,1
156940,160910,12,0
161210,177750,13,2
178130,201280,14,1
201290,238270,15,2
242940,266050,16,0
266050,336320,17,1
338240,364320,18,0
364320,370270,19,0
370270,372690,20,0
373100,385460,21,1
385600,392750,22,2
392820,399580,23,1
399840,421760,24,1
422020,427050,25,2
427240,432500,26,2
432510,447960,27,1
448300,455740,28,0
