start,end,segment_id,class_id
12350,34090,1,1
34090,48490,2,0
48810,93040,3,0
93050,123270,4,1
128310,136470,5,2
136470,188150,6,2
188140,213940,7,2
213950,225620,8,2
225620,269070,9,1
269070,277390,10,1
277400,293040,11,2
293050,308850,12,2
308850,320240,13,1
320240,328800,14,2
328800,353810,15,1
354120,370550,16,0
370970,385190,17,0
385190,389650,18,0
409710,448870,19,0
448870,455900,20,0
455910,464260,21,0
464260,491710,22,1
491710,499750,23,1
499800,510200,24,1
510200,546260,25,1
546260,560200,26,2
560200,564780,27,2
564780,578660,28,2
578940,607360,29,2
607360,615260,30,2
617470,621140,31,2
621140,627910,32,2
628000,652350,33,2
652350,655330,34,2
655340,663090,35,1
663090,676240,36,2
676240,683010,37,2
683010,685560,38,2
685570,688940,39,2
688950,693520,40,2
693520,702960,41,2
703140,715670,42,2
