start,end,segment_id,class_id
4440,23720,1,1
23720,27390,2,2
27510,31840,3,2
32119,33540,4,2
33550,39420,5,2
39740,57490,6,2
57790,104270,7,1
104280,126180,8,0
126520,144870,9,1
145160,151430,10,1
151430,161860,11,1
162280,175390,12,2
175630,210900,13,2
210900,212480,14,1
212480,253950,15,0
254440,259000,16,0
259300,278610,17,0
278730,298880,18,1
299790,324690,19,2
324690,347660,20,2
347660,374700,21,2
374710,380910,22,2
380910,388510,23,0
388730,418390,24,0
418820,458180,25,1
459190,474640,26,0
478200,503450,27,0
504000,522280,28,1
522860,545280,29,1
545640,548030,30,1
548030,550170,31,1
550330,552690,32,1
553010,562150,33,2
562710,577770,34,2
