start,end,segment_id,class_id
4540,36050,1,1
42440,90150,2,1
90160,91880,3,2
92130,103480,4,1
103730,106420,5,1
106760,155270,6,1
155270,168000,7,2
168650,180250,8,0
180640,205130,9,1
205140,207150,10,0
207220,217540,11,0
217700,236080,12,0
236080,267320,13,1
267330,279350,14,2
279690,290250,15,2
290560,321100,16,2
328080,352190,17,1
352190,375110,18,1
375200,412460,19,0
417710,421840,20,0
421850,423400,21,0
423400,433590,22,0
433600,440910,23,1
441370,479190,24,1
479440,491770,25,1
492150,498260,26,2
498440,503820,27,2
503940,511050,28,1
511360,528700,29,0
528940,548480,30,1
548880,565310,31,1
565320,569900,32,0
570610,578050,33,0
