start,end,segment_id,class_id
7430,83760,1,1
87830,130440,2,1
130690,133880,3,2
134100,140480,4,2
140840,195680,5,1
195840,199420,6,0
199740,229860,7,1
234900,252120,8,1
252630,268780,9,1
269240,284740,10,0
284740,293000,11,0
293690,343600,12,1
343720,350370,13,1
350380,364250,14,1
364980,378450,15,1
382710,387070,16,0
387070,439280,17,1
439390,449520,18,2
450420,468610,19,1
468770,487050,20,0
487300,519580,21,0
519580,530750,22,0
530750,556000,23,0
556000,575080,24,0
575330,584230,25,0
584620,594290,26,0
594550,601520,27,1
601840,611950,28,1
