start,end,segment_id,class_id
10760,18150,1,0
24720,76850,2,0
77090,83060,3,1
83350,106290,4,0
106300,122550,5,0
123080,159360,6,0
159360,174530,7,0
174860,187430,8,0
187430,235380,9,0
235850,274510,10,0
275520,277630,11,0
277630,295020,12,0
295740,318530,13,0
319140,361750,14,0
364340,386950,15,1
389780,393830,16,1
402680,435750,17,1
444030,486050,18,0
486550,494910,19,2
498370,526120,20,1
527110,540300,21,1
550910,573650,22,1
573660,593130,23,0
597990,627110,24,0
630740,632580,25,0
634740,645040,26,0
646920,655850,27,0
657270,664860,28,0
669860,675790,29,0
675790,680940,30,0
682170,686200,31,1
686210,688450,32,1
